"﻿""Key""","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"MZ7MJDEX","preprint","2024","Qian, Chen; Liu, Wei; Liu, Hongzhang; Chen, Nuo; Dang, Yufan; Li, Jiahao; Yang, Cheng; Chen, Weize; Su, Yusheng; Cong, Xin; Xu, Juyuan; Li, Dahai; Liu, Zhiyuan; Sun, Maosong","ChatDev: Communicative Agents for Software Development","","","","10.48550/arXiv.2307.07924","http://arxiv.org/abs/2307.07924","Software development is a complex task that necessitates cooperation among multiple members with diverse skills. Numerous studies used deep learning to improve specific phases in a waterfall model, such as design, coding, and testing. However, the deep learning model in each phase requires unique designs, leading to technical inconsistencies across various phases, which results in a fragmented and ineffective development process. In this paper, we introduce ChatDev, a chat-powered software development framework in which specialized agents driven by large language models (LLMs) are guided in what to communicate (via chat chain) and how to communicate (via communicative dehallucination). These agents actively contribute to the design, coding, and testing phases through unified language-based communication, with solutions derived from their multi-turn dialogues. We found their utilization of natural language is advantageous for system design, and communicating in programming language proves helpful in debugging. This paradigm demonstrates how linguistic communication facilitates multi-agent collaboration, establishing language as a unifying bridge for autonomous task-solving among LLM agents. The code and data are available at https://github.com/OpenBMB/ChatDev.","2024-06-05","2025-06-11 07:18:59","2026-04-08 09:31:48","2025-06-11 07:18:59","","","","","","","ChatDev","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2307.07924 [cs]","","","","🌟🌟🌟; ✅","Computer Science - Computation and Language; Computer Science - Software Engineering; Computer Science - Multiagent Systems","","","","","","","","","","","","","","","","","","","arXiv:2307.07924","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BZ7TTYU9","preprint","2015","Simonyan, Karen; Zisserman, Andrew","VGG: Very Deep Convolutional Networks for Large-Scale Image Recognition","","","","10.48550/arXiv.1409.1556","http://arxiv.org/abs/1409.1556","In this work we investigate the effect of the convolutional network depth on its accuracy in the large-scale image recognition setting. Our main contribution is a thorough evaluation of networks of increasing depth using an architecture with very small (3x3) convolution filters, which shows that a significant improvement on the prior-art configurations can be achieved by pushing the depth to 16-19 weight layers. These findings were the basis of our ImageNet Challenge 2014 submission, where our team secured the first and the second places in the localisation and classification tracks respectively. We also show that our representations generalise well to other datasets, where they achieve state-of-the-art results. We have made our two best-performing ConvNet models publicly available to facilitate further research on the use of deep visual representations in computer vision.","2015-04-10","2025-06-01 03:16:13","2026-04-08 09:30:32","2025-06-01 03:16:13","","","","","","","","","","","","arXiv","","en-US","","","","","arXiv.org","","arXiv:1409.1556 [cs]","","","","🌟🌟🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1409.1556","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P4WWJWBA","preprint","2015","Long, Jonathan; Shelhamer, Evan; Darrell, Trevor","FCN: Fully Convolutional Networks for Semantic Segmentation","","","","10.48550/arXiv.1411.4038","http://arxiv.org/abs/1411.4038","Convolutional networks are powerful visual models that yield hierarchies of features. We show that convolutional networks by themselves, trained end-to-end, pixels-to-pixels, exceed the state-of-the-art in semantic segmentation. Our key insight is to build ""fully convolutional"" networks that take input of arbitrary size and produce correspondingly-sized output with efficient inference and learning. We define and detail the space of fully convolutional networks, explain their application to spatially dense prediction tasks, and draw connections to prior models. We adapt contemporary classification networks (AlexNet, the VGG net, and GoogLeNet) into fully convolutional networks and transfer their learned representations by fine-tuning to the segmentation task. We then define a novel architecture that combines semantic information from a deep, coarse layer with appearance information from a shallow, fine layer to produce accurate and detailed segmentations. Our fully convolutional network achieves state-of-the-art segmentation of PASCAL VOC (20% relative improvement to 62.2% mean IU on 2012), NYUDv2, and SIFT Flow, while inference takes one third of a second for a typical image.","2015-03-08","2025-06-01 03:19:03","2026-04-08 09:31:00","2025-06-01 03:19:03","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1411.4038 [cs]","","","","🌟🌟🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1411.4038","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG5P8V8S","conferencePaper","2012","Krizhevsky, Alex; Sutskever, Ilya; Hinton, Geoffrey E","AlexNet: ImageNet Classification with Deep Convolutional Neural Networks","Advances in Neural Information Processing Systems","","","","https://proceedings.neurips.cc/paper_files/paper/2012/hash/c399862d3b9d6b76c8436e924a68c45b-Abstract.html","We trained a large, deep convolutional neural network to classify the 1.3 million high-resolution images in the LSVRC-2010 ImageNet training set into the 1000 different classes. On the test data, we achieved top-1 and top-5 error rates of 39.7\% and 18.9\% which is considerably better than the previous state-of-the-art results. The neural network, which has 60 million parameters and 500,000 neurons, consists of five convolutional layers, some of which are followed by max-pooling layers, and two globally connected layers with a final 1000-way softmax. To make training faster, we used non-saturating neurons and a very efficient GPU implementation of convolutional nets. To reduce overfitting in the globally connected layers we employed a new regularization method that proved to be very effective.","2012","2025-06-03 05:19:02","2026-04-08 09:31:03","2025-06-03 05:19:02","","","","25","","","","","","","","Curran Associates, Inc.","","en-US","","","","","Neural Information Processing Systems","","","","","","🌟🌟🌟🌟🌟; ✅","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D2CVE7UG","preprint","2014","Girshick, Ross; Donahue, Jeff; Darrell, Trevor; Malik, Jitendra","R-CNN: Rich feature hierarchies for accurate object detection and semantic segmentation","","","","10.48550/arXiv.1311.2524","http://arxiv.org/abs/1311.2524","Object detection performance, as measured on the canonical PASCAL VOC dataset, has plateaued in the last few years. The best-performing methods are complex ensemble systems that typically combine multiple low-level image features with high-level context. In this paper, we propose a simple and scalable detection algorithm that improves mean average precision (mAP) by more than 30% relative to the previous best result on VOC 2012---achieving a mAP of 53.3%. Our approach combines two key insights: (1) one can apply high-capacity convolutional neural networks (CNNs) to bottom-up region proposals in order to localize and segment objects and (2) when labeled training data is scarce, supervised pre-training for an auxiliary task, followed by domain-specific fine-tuning, yields a significant performance boost. Since we combine region proposals with CNNs, we call our method R-CNN: Regions with CNN features. We also compare R-CNN to OverFeat, a recently proposed sliding-window detector based on a similar CNN architecture. We find that R-CNN outperforms OverFeat by a large margin on the 200-class ILSVRC2013 detection dataset. Source code for the complete system is available at http://www.cs.berkeley.edu/~rbg/rcnn.","2014-10-22","2025-06-01 03:16:59","2026-04-08 09:30:46","2025-06-01 03:16:59","","","","","","","","","","","","arXiv","","en-US","","","","","arXiv.org","","arXiv:1311.2524 [cs]","","","","🌟🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1311.2524","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RWMZG4KD","webpage","1998","LeCun, Yann","LeNet-5 Paper: Gradient-Based Learning Applied to Document Recognition","","","","","http://vision.stanford.edu/cs598_spring07/papers/Lecun98.pdf","","1998","2025-06-03 06:04:13","2026-04-08 09:31:32","2025-06-03 06:02:31","","","","","","","","","","","","","","en-US","","","","","","","","","","","🌟🌟🌟🌟; ✅","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIGAFWFC","document","2016","Lazebnik, Lana","Convolutional Neural Network Architectures from LeNet to ResNet","","","","","","","2016-01","2025-06-03 02:53:07","2026-04-08 09:31:03","","","","","","","","","","","","","","","English","","","","","","","","","","","🌟🌟🌟🌟🌟; ✅","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B56YL3AH","preprint","2014","Goodfellow, Ian J.; Pouget-Abadie, Jean; Mirza, Mehdi; Xu, Bing; Warde-Farley, David; Ozair, Sherjil; Courville, Aaron; Bengio, Yoshua","GANS：Generative Adversarial Networks","","","","10.48550/arXiv.1406.2661","http://arxiv.org/abs/1406.2661","We propose a new framework for estimating generative models via an adversarial process, in which we simultaneously train two models: a generative model G that captures the data distribution, and a discriminative model D that estimates the probability that a sample came from the training data rather than G. The training procedure for G is to maximize the probability of D making a mistake. This framework corresponds to a minimax two-player game. In the space of arbitrary functions G and D, a unique solution exists, with G recovering the training data distribution and D equal to 1/2 everywhere. In the case where G and D are defined by multilayer perceptrons, the entire system can be trained with backpropagation. There is no need for any Markov chains or unrolled approximate inference networks during either training or generation of samples. Experiments demonstrate the potential of the framework through qualitative and quantitative evaluation of the generated samples.","2014-06-10","2025-05-20 08:10:38","2026-04-08 09:31:00","2025-06-01 03:21:24","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1406.2661 [stat]","","","","Generative Models; Adversarial Training; Multilayer Perceptrons; 🌟🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1406.2661","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"I4AAB2SQ","conferencePaper","2009","Deng, Jia; Dong, Wei; Socher, Richard; Li, Li-Jia; Li, Kai; Fei-Fei, Li","ImageNet: A large-scale hierarchical image database","2009 IEEE Conference on Computer Vision and Pattern Recognition","","1063-6919","10.1109/CVPR.2009.5206848","https://ieeexplore.ieee.org/document/5206848","The explosion of image data on the Internet has the potential to foster more sophisticated and robust models and algorithms to index, retrieve, organize and interact with images and multimedia data. But exactly how such data can be harnessed and organized remains a critical problem. We introduce here a new database called “ImageNet”, a large-scale ontology of images built upon the backbone of the WordNet structure. ImageNet aims to populate the majority of the 80,000 synsets of WordNet with an average of 500–1000 clean and full resolution images. This will result in tens of millions of annotated images organized by the semantic hierarchy of WordNet. This paper offers a detailed analysis of ImageNet in its current state: 12 subtrees with 5247 synsets and 3.2 million images in total. We show that ImageNet is much larger in scale and diversity and much more accurate than the current image datasets. Constructing such a large-scale database is a challenging task. We describe the data collection scheme with Amazon Mechanical Turk. Lastly, we illustrate the usefulness of ImageNet through three simple applications in object recognition, image classification and automatic object clustering. We hope that the scale, accuracy, diversity and hierarchical structure of ImageNet can offer unparalleled opportunities to researchers in the computer vision community and beyond.","2009-06","2025-05-31 07:07:55","2026-04-08 09:30:56","2025-05-31 07:07:55","248-255","","","","","","ImageNet","","","","","","","","","","","","IEEE Xplore","","","","","","🌟🌟🌟🌟🌟; ✅","Explosions; Image databases; Image retrieval; Information retrieval; Internet; Large-scale systems; Multimedia databases; Ontologies; Robustness; Spine","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2009 IEEE Conference on Computer Vision and Pattern Recognition","","","","","","","","","","","","","","",""
"HDKAHBV8","preprint","2024","Khirodkar, Rawal; Bagautdinov, Timur; Martinez, Julieta; Zhaoen, Su; James, Austin; Selednik, Peter; Anderson, Stuart; Saito, Shunsuke","Sapiens: Foundation for Human Vision Models","","","","10.48550/arXiv.2408.12569","http://arxiv.org/abs/2408.12569","We present Sapiens, a family of models for four fundamental human-centric vision tasks -- 2D pose estimation, body-part segmentation, depth estimation, and surface normal prediction. Our models natively support 1K high-resolution inference and are extremely easy to adapt for individual tasks by simply fine-tuning models pretrained on over 300 million in-the-wild human images. We observe that, given the same computational budget, self-supervised pretraining on a curated dataset of human images significantly boosts the performance for a diverse set of human-centric tasks. The resulting models exhibit remarkable generalization to in-the-wild data, even when labeled data is scarce or entirely synthetic. Our simple model design also brings scalability -- model performance across tasks improves as we scale the number of parameters from 0.3 to 2 billion. Sapiens consistently surpasses existing baselines across various human-centric benchmarks. We achieve significant improvements over the prior state-of-the-art on Humans-5K (pose) by 7.6 mAP, Humans-2K (part-seg) by 17.1 mIoU, Hi4D (depth) by 22.4% relative RMSE, and THuman2 (normal) by 53.5% relative angular error. Project page: https://about.meta.com/realitylabs/codecavatars/sapiens.","2024-08-27","2025-05-26 07:08:09","2026-04-08 09:30:46","2025-05-26 07:08:09","","","","","","","Sapiens","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2408.12569 [cs]","","","","🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2408.12569","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CIXQVNJJ","preprint","2023","Kirillov, Alexander; Mintun, Eric; Ravi, Nikhila; Mao, Hanzi; Rolland, Chloe; Gustafson, Laura; Xiao, Tete; Whitehead, Spencer; Berg, Alexander C.; Lo, Wan-Yen; Dollár, Piotr; Girshick, Ross","Segment Anything","","","","10.48550/arXiv.2304.02643","http://arxiv.org/abs/2304.02643","We introduce the Segment Anything (SA) project: a new task, model, and dataset for image segmentation. Using our efficient model in a data collection loop, we built the largest segmentation dataset to date (by far), with over 1 billion masks on 11M licensed and privacy respecting images. The model is designed and trained to be promptable, so it can transfer zero-shot to new image distributions and tasks. We evaluate its capabilities on numerous tasks and find that its zero-shot performance is impressive -- often competitive with or even superior to prior fully supervised results. We are releasing the Segment Anything Model (SAM) and corresponding dataset (SA-1B) of 1B masks and 11M images at https://segment-anything.com to foster research into foundation models for computer vision.","2023-04-05","2025-06-01 03:28:17","2026-04-08 09:30:39","2025-06-01 03:28:17","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2304.02643 [cs]","","","","🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:2304.02643","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB98E2D3","preprint","2020","Mildenhall, Ben; Srinivasan, Pratul P.; Tancik, Matthew; Barron, Jonathan T.; Ramamoorthi, Ravi; Ng, Ren","NeRF: Representing Scenes as Neural Radiance Fields for View Synthesis","","","","10.48550/arXiv.2003.08934","http://arxiv.org/abs/2003.08934","We present a method that achieves state-of-the-art results for synthesizing novel views of complex scenes by optimizing an underlying continuous volumetric scene function using a sparse set of input views. Our algorithm represents a scene using a fully-connected (non-convolutional) deep network, whose input is a single continuous 5D coordinate (spatial location $(x,y,z)$ and viewing direction $(\theta, \phi)$) and whose output is the volume density and view-dependent emitted radiance at that spatial location. We synthesize views by querying 5D coordinates along camera rays and use classic volume rendering techniques to project the output colors and densities into an image. Because volume rendering is naturally differentiable, the only input required to optimize our representation is a set of images with known camera poses. We describe how to effectively optimize neural radiance fields to render photorealistic novel views of scenes with complicated geometry and appearance, and demonstrate results that outperform prior work on neural rendering and view synthesis. View synthesis results are best viewed as videos, so we urge readers to view our supplementary video for convincing comparisons.","2020-08-03","2025-06-01 03:26:01","2026-04-08 09:30:51","2025-06-01 03:26:01","","","","","","","NeRF","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2003.08934 [cs]","","","","🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Graphics","","","","","","","","","","","","","","","","","","","arXiv:2003.08934","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EXVIJNSM","preprint","2019","Karras, Tero; Laine, Samuli; Aila, Timo","A Style-Based Generator Architecture for Generative Adversarial Networks","","","","10.48550/arXiv.1812.04948","http://arxiv.org/abs/1812.04948","We propose an alternative generator architecture for generative adversarial networks, borrowing from style transfer literature. The new architecture leads to an automatically learned, unsupervised separation of high-level attributes (e.g., pose and identity when trained on human faces) and stochastic variation in the generated images (e.g., freckles, hair), and it enables intuitive, scale-specific control of the synthesis. The new generator improves the state-of-the-art in terms of traditional distribution quality metrics, leads to demonstrably better interpolation properties, and also better disentangles the latent factors of variation. To quantify interpolation quality and disentanglement, we propose two new, automated methods that are applicable to any generator architecture. Finally, we introduce a new, highly varied and high-quality dataset of human faces.","2019-03-29","2025-06-01 03:22:35","2026-04-08 09:31:03","2025-06-01 03:22:35","","","","","","","","","","","","arXiv","","en-US","","","","","arXiv.org","","arXiv:1812.04948 [cs]","","","","🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","arXiv:1812.04948","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AJRL8DU3","preprint","2020","Chen, Ting; Kornblith, Simon; Norouzi, Mohammad; Hinton, Geoffrey","A Simple Framework for Contrastive Learning of Visual Representations","","","","10.48550/arXiv.2002.05709","http://arxiv.org/abs/2002.05709","This paper presents SimCLR: a simple framework for contrastive learning of visual representations. We simplify recently proposed contrastive self-supervised learning algorithms without requiring specialized architectures or a memory bank. In order to understand what enables the contrastive prediction tasks to learn useful representations, we systematically study the major components of our framework. We show that (1) composition of data augmentations plays a critical role in defining effective predictive tasks, (2) introducing a learnable nonlinear transformation between the representation and the contrastive loss substantially improves the quality of the learned representations, and (3) contrastive learning benefits from larger batch sizes and more training steps compared to supervised learning. By combining these findings, we are able to considerably outperform previous methods for self-supervised and semi-supervised learning on ImageNet. A linear classifier trained on self-supervised representations learned by SimCLR achieves 76.5% top-1 accuracy, which is a 7% relative improvement over previous state-of-the-art, matching the performance of a supervised ResNet-50. When fine-tuned on only 1% of the labels, we achieve 85.8% top-5 accuracy, outperforming AlexNet with 100X fewer labels.","2020-07-01","2025-06-01 03:20:26","2026-04-08 09:31:03","2025-06-01 03:20:26","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2002.05709 [cs]","","","","🌟🌟🌟; ✅","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2002.05709","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHYZPDG7","preprint","2018","He, Kaiming; Gkioxari, Georgia; Dollár, Piotr; Girshick, Ross","Mask R-CNN","","","","10.48550/arXiv.1703.06870","http://arxiv.org/abs/1703.06870","We present a conceptually simple, flexible, and general framework for object instance segmentation. Our approach efficiently detects objects in an image while simultaneously generating a high-quality segmentation mask for each instance. The method, called Mask R-CNN, extends Faster R-CNN by adding a branch for predicting an object mask in parallel with the existing branch for bounding box recognition. Mask R-CNN is simple to train and adds only a small overhead to Faster R-CNN, running at 5 fps. Moreover, Mask R-CNN is easy to generalize to other tasks, e.g., allowing us to estimate human poses in the same framework. We show top results in all three tracks of the COCO suite of challenges, including instance segmentation, bounding-box object detection, and person keypoint detection. Without bells and whistles, Mask R-CNN outperforms all existing, single-model entries on every task, including the COCO 2016 challenge winners. We hope our simple and effective approach will serve as a solid baseline and help ease future research in instance-level recognition. Code has been made available at: https://github.com/facebookresearch/Detectron","2018-01-24","2025-06-01 03:19:42","2026-04-08 09:30:54","2025-06-01 03:19:42","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1703.06870 [cs]","","","","🌟🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1703.06870","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9B3GQ4Y6","preprint","2024","Zhao, Bingchen; Cui, Quan; Wu, Hao; Yoshie, Osamu; Yang, Cheng; Aodha, Oisin Mac","Vision Learners Meet Web Image-Text Pairs","","","","10.48550/arXiv.2301.07088","http://arxiv.org/abs/2301.07088","Many self-supervised learning methods are pre-trained on the well-curated ImageNet-1K dataset. In this work, given the excellent scalability of web data, we consider self-supervised pre-training on noisy web sourced image-text paired data. First, we conduct a benchmark study of representative self-supervised pre-training methods on large-scale web data in a like-for-like setting. We compare a range of methods, including single-modal ones that use masked training objectives and multi-modal ones that use image-text constrastive training. We observe that existing multi-modal methods do not outperform their single-modal counterparts on vision transfer learning tasks. We derive an information-theoretical view to explain these benchmark results, which provides insight into how to design a novel vision learner. Inspired by this insight, we present a new visual representation pre-training method, MUlti-modal Generator~(MUG), that learns from scalable web sourced image-text data. MUG achieves state-of-the-art transfer performance on a variety of tasks and demonstrates promising scaling properties. Pre-trained models and code will be made public upon acceptance.","2024-08-05","2025-05-28 08:26:29","2026-04-08 09:30:28","2025-05-28 08:26:29","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2301.07088 [cs]","","","","🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence; Computer Science - Computation and Language","","","","","","","","","","","","","","","","","","","arXiv:2301.07088","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F3ZV3I2L","preprint","2019","Vig, Jesse","Visualizing Attention in Transformer-Based Language Representation Models","","","","10.48550/arXiv.1904.02679","http://arxiv.org/abs/1904.02679","We present an open-source tool for visualizing multi-head self-attention in Transformer-based language representation models. The tool extends earlier work by visualizing attention at three levels of granularity: the attention-head level, the model level, and the neuron level. We describe how each of these views can help to interpret the model, and we demonstrate the tool on the BERT model and the OpenAI GPT-2 model. We also present three use cases for analyzing GPT-2: detecting model bias, identifying recurring patterns, and linking neurons to model behavior.","2019-04-11","2025-05-22 03:49:17","2026-04-08 09:29:02","2025-05-22 03:49:17","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1904.02679 [cs]","","","","🌟🌟🌟; ✅","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Human-Computer Interaction","","","","","","","","","","","","","","","","","","","arXiv:1904.02679","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TQF9YWBW","preprint","2016","Oord, Aaron van den; Dieleman, Sander; Zen, Heiga; Simonyan, Karen; Vinyals, Oriol; Graves, Alex; Kalchbrenner, Nal; Senior, Andrew; Kavukcuoglu, Koray","WaveNet: A Generative Model for Raw Audio","","","","10.48550/arXiv.1609.03499","http://arxiv.org/abs/1609.03499","This paper introduces WaveNet, a deep neural network for generating raw audio waveforms. The model is fully probabilistic and autoregressive, with the predictive distribution for each audio sample conditioned on all previous ones; nonetheless we show that it can be efficiently trained on data with tens of thousands of samples per second of audio. When applied to text-to-speech, it yields state-of-the-art performance, with human listeners rating it as significantly more natural sounding than the best parametric and concatenative systems for both English and Mandarin. A single WaveNet can capture the characteristics of many different speakers with equal fidelity, and can switch between them by conditioning on the speaker identity. When trained to model music, we find that it generates novel and often highly realistic musical fragments. We also show that it can be employed as a discriminative model, returning promising results for phoneme recognition.","2016-09-19","2025-06-29 07:39:32","2026-04-08 09:31:14","2025-06-29 07:39:32","","","","","","","WaveNet","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1609.03499 [cs]","","","","🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Sound","","","","","","","","","","","","","","","","","","","arXiv:1609.03499","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9FWCYDQZ","preprint","2016","Oord, Aaron van den; Kalchbrenner, Nal; Kavukcuoglu, Koray","Pixel Recurrent Neural Networks","","","","10.48550/arXiv.1601.06759","http://arxiv.org/abs/1601.06759","Modeling the distribution of natural images is a landmark problem in unsupervised learning. This task requires an image model that is at once expressive, tractable and scalable. We present a deep neural network that sequentially predicts the pixels in an image along the two spatial dimensions. Our method models the discrete probability of the raw pixel values and encodes the complete set of dependencies in the image. Architectural novelties include fast two-dimensional recurrent layers and an effective use of residual connections in deep recurrent networks. We achieve log-likelihood scores on natural images that are considerably better than the previous state of the art. Our main results also provide benchmarks on the diverse ImageNet dataset. Samples generated from the model appear crisp, varied and globally coherent.","2016-08-19","2025-06-29 07:40:56","2026-04-08 09:30:49","2025-06-29 07:40:56","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1601.06759 [cs]","","","","🌟🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","arXiv:1601.06759","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PXTWAFQR","preprint","2016","Radford, Alec; Metz, Luke; Chintala, Soumith","DCGAN：Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks","","","","10.48550/arXiv.1511.06434","http://arxiv.org/abs/1511.06434","In recent years, supervised learning with convolutional networks (CNNs) has seen huge adoption in computer vision applications. Comparatively, unsupervised learning with CNNs has received less attention. In this work we hope to help bridge the gap between the success of CNNs for supervised learning and unsupervised learning. We introduce a class of CNNs called deep convolutional generative adversarial networks (DCGANs), that have certain architectural constraints, and demonstrate that they are a strong candidate for unsupervised learning. Training on various image datasets, we show convincing evidence that our deep convolutional adversarial pair learns a hierarchy of representations from object parts to scenes in both the generator and discriminator. Additionally, we use the learned features for novel tasks - demonstrating their applicability as general image representations.","2016-01-07","2025-06-29 07:37:37","2026-04-08 09:31:03","2025-06-29 07:37:37","","","","","","","","","","","","arXiv","","en-US","","","","","arXiv.org","","arXiv:1511.06434 [cs]","","","","🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1511.06434","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NVK4XG3S","preprint","2014","Szegedy, Christian; Liu, Wei; Jia, Yangqing; Sermanet, Pierre; Reed, Scott; Anguelov, Dragomir; Erhan, Dumitru; Vanhoucke, Vincent; Rabinovich, Andrew","GoogLeNet：Going Deeper with Convolutions","","","","10.48550/arXiv.1409.4842","http://arxiv.org/abs/1409.4842","We propose a deep convolutional neural network architecture codenamed ""Inception"", which was responsible for setting the new state of the art for classification and detection in the ImageNet Large-Scale Visual Recognition Challenge 2014 (ILSVRC 2014). The main hallmark of this architecture is the improved utilization of the computing resources inside the network. This was achieved by a carefully crafted design that allows for increasing the depth and width of the network while keeping the computational budget constant. To optimize quality, the architectural decisions were based on the Hebbian principle and the intuition of multi-scale processing. One particular incarnation used in our submission for ILSVRC 2014 is called GoogLeNet, a 22 layers deep network, the quality of which is assessed in the context of classification and detection.","2014-09-17","2025-06-29 07:49:40","2026-04-08 09:31:00","2025-06-29 07:49:40","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1409.4842 [cs]","","","","🌟🌟🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1409.4842","","","","","","","","","","","","","","","","","","","","","","","","","","",""
