"﻿""Key""","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ASIY3N7L","preprint","2022","Rombach, Robin; Blattmann, Andreas; Lorenz, Dominik; Esser, Patrick; Ommer, Björn","High-Resolution Image Synthesis with Latent Diffusion Models","","","","10.48550/arXiv.2112.10752","http://arxiv.org/abs/2112.10752","By decomposing the image formation process into a sequential application of denoising autoencoders, diffusion models (DMs) achieve state-of-the-art synthesis results on image data and beyond. Additionally, their formulation allows for a guiding mechanism to control the image generation process without retraining. However, since these models typically operate directly in pixel space, optimization of powerful DMs often consumes hundreds of GPU days and inference is expensive due to sequential evaluations. To enable DM training on limited computational resources while retaining their quality and flexibility, we apply them in the latent space of powerful pretrained autoencoders. In contrast to previous work, training diffusion models on such a representation allows for the first time to reach a near-optimal point between complexity reduction and detail preservation, greatly boosting visual fidelity. By introducing cross-attention layers into the model architecture, we turn diffusion models into powerful and flexible generators for general conditioning inputs such as text or bounding boxes and high-resolution synthesis becomes possible in a convolutional manner. Our latent diffusion models (LDMs) achieve a new state of the art for image inpainting and highly competitive performance on various tasks, including unconditional image generation, semantic scene synthesis, and super-resolution, while significantly reducing computational requirements compared to pixel-based DMs. Code is available at https://github.com/CompVis/latent-diffusion .","2022-04-13","2025-05-20 08:21:45","2026-04-08 09:30:56","2025-05-20 08:21:45","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2112.10752 [cs]","","","","Image Synthesis; Diffusion Models; Latent Space; 🌟🌟🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2112.10752","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"78IZ6U3V","preprint","2023","Dehghani, Mostafa; Mustafa, Basil; Djolonga, Josip; Heek, Jonathan; Minderer, Matthias; Caron, Mathilde; Steiner, Andreas; Puigcerver, Joan; Geirhos, Robert; Alabdulmohsin, Ibrahim; Oliver, Avital; Padlewski, Piotr; Gritsenko, Alexey; Lučić, Mario; Houlsby, Neil","Patch n' Pack: NaViT, a Vision Transformer for any Aspect Ratio and Resolution","","","","10.48550/arXiv.2307.06304","http://arxiv.org/abs/2307.06304","The ubiquitous and demonstrably suboptimal choice of resizing images to a fixed resolution before processing them with computer vision models has not yet been successfully challenged. However, models such as the Vision Transformer (ViT) offer flexible sequence-based modeling, and hence varying input sequence lengths. We take advantage of this with NaViT (Native Resolution ViT) which uses sequence packing during training to process inputs of arbitrary resolutions and aspect ratios. Alongside flexible model usage, we demonstrate improved training efficiency for large-scale supervised and contrastive image-text pretraining. NaViT can be efficiently transferred to standard tasks such as image and video classification, object detection, and semantic segmentation and leads to improved results on robustness and fairness benchmarks. At inference time, the input resolution flexibility can be used to smoothly navigate the test-time cost-performance trade-off. We believe that NaViT marks a departure from the standard, CNN-designed, input and modelling pipeline used by most computer vision models, and represents a promising direction for ViTs.","2023-07-12","2025-05-20 08:21:44","2026-04-08 09:32:21","2025-05-20 08:21:44","","","","","","","Patch n' Pack","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2307.06304 [cs]","","","","Computer Vision; Image Processing; Vision Transformer (ViT); 🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:2307.06304","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DMHVTJWC","preprint","2023","Gupta, Agrim; Yu, Lijun; Sohn, Kihyuk; Gu, Xiuye; Hahn, Meera; Fei-Fei, Li; Essa, Irfan; Jiang, Lu; Lezama, José","Photorealistic Video Generation with Diffusion Models","","","","10.48550/arXiv.2312.06662","http://arxiv.org/abs/2312.06662","We present W.A.L.T, a transformer-based approach for photorealistic video generation via diffusion modeling. Our approach has two key design decisions. First, we use a causal encoder to jointly compress images and videos within a unified latent space, enabling training and generation across modalities. Second, for memory and training efficiency, we use a window attention architecture tailored for joint spatial and spatiotemporal generative modeling. Taken together these design decisions enable us to achieve state-of-the-art performance on established video (UCF-101 and Kinetics-600) and image (ImageNet) generation benchmarks without using classifier free guidance. Finally, we also train a cascade of three models for the task of text-to-video generation consisting of a base latent video diffusion model, and two video super-resolution diffusion models to generate videos of $512 \times 896$ resolution at $8$ frames per second.","2023-12-11","2025-05-20 08:19:46","2026-04-08 09:30:49","2025-05-20 08:19:46","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2312.06662 [cs]","","","","Transformer Models; Diffusion Modeling; Photorealistic Video Generation; 🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:2312.06662","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6FEQ7DRL","preprint","2023","Blattmann, Andreas; Rombach, Robin; Ling, Huan; Dockhorn, Tim; Kim, Seung Wook; Fidler, Sanja; Kreis, Karsten","Align your Latents: High-Resolution Video Synthesis with Latent Diffusion Models","","","","10.48550/arXiv.2304.08818","http://arxiv.org/abs/2304.08818","Latent Diffusion Models (LDMs) enable high-quality image synthesis while avoiding excessive compute demands by training a diffusion model in a compressed lower-dimensional latent space. Here, we apply the LDM paradigm to high-resolution video generation, a particularly resource-intensive task. We first pre-train an LDM on images only; then, we turn the image generator into a video generator by introducing a temporal dimension to the latent space diffusion model and fine-tuning on encoded image sequences, i.e., videos. Similarly, we temporally align diffusion model upsamplers, turning them into temporally consistent video super resolution models. We focus on two relevant real-world applications: Simulation of in-the-wild driving data and creative content creation with text-to-video modeling. In particular, we validate our Video LDM on real driving videos of resolution 512 x 1024, achieving state-of-the-art performance. Furthermore, our approach can easily leverage off-the-shelf pre-trained image LDMs, as we only need to train a temporal alignment model in that case. Doing so, we turn the publicly available, state-of-the-art text-to-image LDM Stable Diffusion into an efficient and expressive text-to-video model with resolution up to 1280 x 2048. We show that the temporal layers trained in this way generalize to different fine-tuned text-to-image LDMs. Utilizing this property, we show the first results for personalized text-to-video generation, opening exciting directions for future content creation. Project page: https://research.nvidia.com/labs/toronto-ai/VideoLDM/","2023-12-28","2025-05-20 08:19:44","2026-04-08 09:31:03","2025-05-20 08:19:44","","","","","","","Align your Latents","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2304.08818 [cs]","","","","🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2304.08818","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q28KB532","preprint","2022","Ho, Jonathan; Chan, William; Saharia, Chitwan; Whang, Jay; Gao, Ruiqi; Gritsenko, Alexey; Kingma, Diederik P.; Poole, Ben; Norouzi, Mohammad; Fleet, David J.; Salimans, Tim","Imagen Video: High Definition Video Generation with Diffusion Models","","","","10.48550/arXiv.2210.02303","http://arxiv.org/abs/2210.02303","We present Imagen Video, a text-conditional video generation system based on a cascade of video diffusion models. Given a text prompt, Imagen Video generates high definition videos using a base video generation model and a sequence of interleaved spatial and temporal video super-resolution models. We describe how we scale up the system as a high definition text-to-video model including design decisions such as the choice of fully-convolutional temporal and spatial super-resolution models at certain resolutions, and the choice of the v-parameterization of diffusion models. In addition, we confirm and transfer findings from previous work on diffusion-based image generation to the video generation setting. Finally, we apply progressive distillation to our video models with classifier-free guidance for fast, high quality sampling. We find Imagen Video not only capable of generating videos of high fidelity, but also having a high degree of controllability and world knowledge, including the ability to generate diverse videos and text animations in various artistic styles and with 3D object understanding. See https://imagen.research.google/video/ for samples.","2022-10-05","2025-05-20 08:19:09","2026-04-08 09:30:56","2025-05-20 08:19:09","","","","","","","Imagen Video","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2210.02303 [cs]","","","","Diffusion Models; Video Generation; Text-to-Video; 🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2210.02303","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7K3E36RD","preprint","2021","Wu, Chenfei; Liang, Jian; Ji, Lei; Yang, Fan; Fang, Yuejian; Jiang, Daxin; Duan, Nan","NÜWA: Visual Synthesis Pre-training for Neural visUal World creAtion","","","","10.48550/arXiv.2111.12417","http://arxiv.org/abs/2111.12417","This paper presents a unified multimodal pre-trained model called N\""UWA that can generate new or manipulate existing visual data (i.e., images and videos) for various visual synthesis tasks. To cover language, image, and video at the same time for different scenarios, a 3D transformer encoder-decoder framework is designed, which can not only deal with videos as 3D data but also adapt to texts and images as 1D and 2D data, respectively. A 3D Nearby Attention (3DNA) mechanism is also proposed to consider the nature of the visual data and reduce the computational complexity. We evaluate N\""UWA on 8 downstream tasks. Compared to several strong baselines, N\""UWA achieves state-of-the-art results on text-to-image generation, text-to-video generation, video prediction, etc. Furthermore, it also shows surprisingly good zero-shot capabilities on text-guided image and video manipulation tasks. Project repo is https://github.com/microsoft/NUWA.","2021-11-24","2025-05-20 08:18:36","2026-04-08 09:30:49","2025-05-20 08:18:36","","","","","","","NÜWA","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2111.12417 [cs]","","","","3D Transformer Encoder-Decoder; Multimodal Pre-trained Model; Visual Synthesis; 🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:2111.12417","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QI2L64UZ","preprint","2021","Yan, Wilson; Zhang, Yunzhi; Abbeel, Pieter; Srinivas, Aravind","VideoGPT: Video Generation using VQ-VAE and Transformers","","","","10.48550/arXiv.2104.10157","http://arxiv.org/abs/2104.10157","We present VideoGPT: a conceptually simple architecture for scaling likelihood based generative modeling to natural videos. VideoGPT uses VQ-VAE that learns downsampled discrete latent representations of a raw video by employing 3D convolutions and axial self-attention. A simple GPT-like architecture is then used to autoregressively model the discrete latents using spatio-temporal position encodings. Despite the simplicity in formulation and ease of training, our architecture is able to generate samples competitive with state-of-the-art GAN models for video generation on the BAIR Robot dataset, and generate high fidelity natural videos from UCF-101 and Tumbler GIF Dataset (TGIF). We hope our proposed architecture serves as a reproducible reference for a minimalistic implementation of transformer based video generation models. Samples and code are available at https://wilson1yan.github.io/videogpt/index.html","2021-09-14","2025-05-20 08:18:32","2026-04-08 09:30:30","2025-05-20 08:18:32","","","","","","","VideoGPT","","","","","arXiv","","en-US","","","","","arXiv.org","","arXiv:2104.10157 [cs]","","","","Transformer Models; Video Generation; Generative Adversarial Networks (GANs); 🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2104.10157","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2A74MIHM","preprint","2022","Brooks, Tim; Hellsten, Janne; Aittala, Miika; Wang, Ting-Chun; Aila, Timo; Lehtinen, Jaakko; Liu, Ming-Yu; Efros, Alexei A.; Karras, Tero","Generating Long Videos of Dynamic Scenes","","","","10.48550/arXiv.2206.03429","http://arxiv.org/abs/2206.03429","We present a video generation model that accurately reproduces object motion, changes in camera viewpoint, and new content that arises over time. Existing video generation methods often fail to produce new content as a function of time while maintaining consistencies expected in real environments, such as plausible dynamics and object persistence. A common failure case is for content to never change due to over-reliance on inductive biases to provide temporal consistency, such as a single latent code that dictates content for the entire video. On the other extreme, without long-term consistency, generated videos may morph unrealistically between different scenes. To address these limitations, we prioritize the time axis by redesigning the temporal latent representation and learning long-term consistency from data by training on longer videos. To this end, we leverage a two-phase training strategy, where we separately train using longer videos at a low resolution and shorter videos at a high resolution. To evaluate the capabilities of our model, we introduce two new benchmark datasets with explicit focus on long-term temporal dynamics.","2022-06-09","2025-05-20 08:17:47","2026-04-08 09:31:00","2025-05-20 08:17:47","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2206.03429 [cs]","","","","Long-term Dynamics; Temporal Consistency; Video Generation; 🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","arXiv:2206.03429","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WCNXX86U","preprint","2017","Liu, Ming-Yu; Yang, Xiaodong; Kautz, Jan","MoCoGAN: Decomposing Motion and Content for Video Generation","","","","10.48550/arXiv.1707.04993","http://arxiv.org/abs/1707.04993","Visual signals in a video can be divided into content and motion. While content specifies which objects are in the video, motion describes their dynamics. Based on this prior, we propose the Motion and Content decomposed Generative Adversarial Network (MoCoGAN) framework for video generation. The proposed framework generates a video by mapping a sequence of random vectors to a sequence of video frames. Each random vector consists of a content part and a motion part. While the content part is kept fixed, the motion part is realized as a stochastic process. To learn motion and content decomposition in an unsupervised manner, we introduce a novel adversarial learning scheme utilizing both image and video discriminators. Extensive experimental results on several challenging datasets with qualitative and quantitative comparison to the state-of-the-art approaches, verify effectiveness of the proposed framework. In addition, we show that MoCoGAN allows one to generate videos with same content but different motion as well as videos with different content and same motion.","2017-12-14","2025-05-20 08:16:50","2026-04-08 09:30:51","2025-05-20 08:16:49","","","","","","","MoCoGAN","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1707.04993 [cs]","","","","Video Generation; Content and Motion Decomposition; Generative Adversarial Networks (GANs); 🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1707.04993","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"742ML5H9","preprint","2016","Vondrick, Carl; Pirsiavash, Hamed; Torralba, Antonio","VGAN：Generating Videos with Scene Dynamics","","","","10.48550/arXiv.1609.02612","http://arxiv.org/abs/1609.02612","We capitalize on large amounts of unlabeled video in order to learn a model of scene dynamics for both video recognition tasks (e.g. action classification) and video generation tasks (e.g. future prediction). We propose a generative adversarial network for video with a spatio-temporal convolutional architecture that untangles the scene's foreground from the background. Experiments suggest this model can generate tiny videos up to a second at full frame rate better than simple baselines, and we show its utility at predicting plausible futures of static images. Moreover, experiments and visualizations show the model internally learns useful features for recognizing actions with minimal supervision, suggesting scene dynamics are a promising signal for representation learning. We believe generative video models can impact many applications in video understanding and simulation.","2016-10-26","2025-05-20 08:13:59","2026-04-08 09:30:33","2025-05-20 08:13:59","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1609.02612 [cs]","","","","Generative Adversarial Networks; Scene Dynamics; Video Recognition; 🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Graphics","","","","","","","","","","","","","","","","","","","arXiv:1609.02612","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NKVSV7EY","journalArticle","2018","Ha, David; Schmidhuber, Jürgen","World Models","","","","10.5281/zenodo.1207631","http://arxiv.org/abs/1803.10122","We explore building generative neural network models of popular reinforcement learning environments. Our world model can be trained quickly in an unsupervised manner to learn a compressed spatial and temporal representation of the environment. By using features extracted from the world model as inputs to an agent, we can train a very compact and simple policy that can solve the required task. We can even train our agent entirely inside of its own hallucinated dream generated by its world model, and transfer this policy back into the actual environment. An interactive version of this paper is available at https://worldmodels.github.io/","2018-03-28","2025-05-20 08:13:31","2026-04-08 09:31:14","2025-05-20 08:13:31","","","","","","","","","","","","","","en-US","","","","","arXiv.org","","arXiv:1803.10122 [cs]","","","","Neural Networks; Reinforcement Learning; World Models; 🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ABR77JSW","preprint","2017","Chiappa, Silvia; Racaniere, Sébastien; Wierstra, Daan; Mohamed, Shakir","Recurrent Environment Simulators","","","","10.48550/arXiv.1704.02254","http://arxiv.org/abs/1704.02254","Models that can simulate how environments change in response to actions can be used by agents to plan and act efficiently. We improve on previous environment simulators from high-dimensional pixel observations by introducing recurrent neural networks that are able to make temporally and spatially coherent predictions for hundreds of time-steps into the future. We present an in-depth analysis of the factors affecting performance, providing the most extensive attempt to advance the understanding of the properties of these models. We address the issue of computationally inefficiency with a model that does not need to generate a high-dimensional image at each time-step. We show that our approach can be used to improve exploration and is adaptable to many diverse environments, namely 10 Atari games, a 3D car racing environment, and complex 3D mazes.","2017-04-19","2025-05-20 08:12:37","2026-04-08 09:32:21","2025-05-20 08:12:37","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1704.02254 [cs]","","","","Machine Learning; Environment Simulation; Recurrent Neural Networks; 🌟🌟🌟; ✅","Computer Science - Machine Learning; Statistics - Machine Learning; Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:1704.02254","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JVJCZ7AX","preprint","2016","Srivastava, Nitish; Mansimov, Elman; Salakhutdinov, Ruslan","Unsupervised Learning of Video Representations using LSTMs","","","","10.48550/arXiv.1502.04681","http://arxiv.org/abs/1502.04681","We use multilayer Long Short Term Memory (LSTM) networks to learn representations of video sequences. Our model uses an encoder LSTM to map an input sequence into a fixed length representation. This representation is decoded using single or multiple decoder LSTMs to perform different tasks, such as reconstructing the input sequence, or predicting the future sequence. We experiment with two kinds of input sequences - patches of image pixels and high-level representations (""percepts"") of video frames extracted using a pretrained convolutional net. We explore different design choices such as whether the decoder LSTMs should condition on the generated output. We analyze the outputs of the model qualitatively to see how well the model can extrapolate the learned video representation into the future and into the past. We try to visualize and interpret the learned features. We stress test the model by running it on longer time scales and on out-of-domain data. We further evaluate the representations by finetuning them for a supervised learning problem - human action recognition on the UCF-101 and HMDB-51 datasets. We show that the representations help improve classification accuracy, especially when there are only a few training examples. Even models pretrained on unrelated datasets (300 hours of YouTube videos) can help action recognition performance.","2016-01-04","2025-05-20 08:07:34","2026-04-08 09:30:34","2025-05-20 08:07:34","","","","","","","","","","","","arXiv","","en-US","","","","","arXiv.org","","arXiv:1502.04681 [cs]","","","","Action Recognition; LSTM Networks; Video Sequence Representation; 🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Neural and Evolutionary Computing","","","","","","","","","","","","","","","","","","","arXiv:1502.04681","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A7Q93XHS","preprint","2024","Melnik, Andrew; Ljubljanac, Michal; Lu, Cong; Yan, Qi; Ren, Weiming; Ritter, Helge","Video Diffusion Models: A Survey","","","","10.48550/arXiv.2405.03150","http://arxiv.org/abs/2405.03150","Diffusion generative models have recently become a powerful technique for creating and modifying high-quality, coherent video content. This survey provides a comprehensive overview of the critical components of diffusion models for video generation, including their applications, architectural design, and temporal dynamics modeling. The paper begins by discussing the core principles and mathematical formulations, then explores various architectural choices and methods for maintaining temporal consistency. A taxonomy of applications is presented, categorizing models based on input modalities such as text prompts, images, videos, and audio signals. Advancements in text-to-video generation are discussed to illustrate the state-of-the-art capabilities and limitations of current approaches. Additionally, the survey summarizes recent developments in training and evaluation practices, including the use of diverse video and image datasets and the adoption of various evaluation metrics to assess model performance. The survey concludes with an examination of ongoing challenges, such as generating longer videos and managing computational costs, and offers insights into potential future directions for the field. By consolidating the latest research and developments, this survey aims to serve as a valuable resource for researchers and practitioners working with video diffusion models. Website: https://github.com/ndrwmlnk/Awesome-Video-Diffusion-Models","2024-11-17","2025-05-20 06:58:57","2026-04-08 09:30:31","2025-05-20 06:58:57","","","","","","","Video Diffusion Models","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2405.03150 [cs]","","","","Machine Learning; Diffusion Models; Video Generation; 🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2405.03150","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LC3A2XH5","preprint","2025","Chen, Chen; Qian, Rui; Hu, Wenze; Fu, Tsu-Jui; Tong, Jialing; Wang, Xinze; Li, Lezhi; Zhang, Bowen; Schwing, Alex; Liu, Wei; Yang, Yinfei","DiT-Air: Revisiting the Efficiency of Diffusion Model Architecture Design in Text to Image Generation","","","","10.48550/arXiv.2503.10618","http://arxiv.org/abs/2503.10618","In this work, we empirically study Diffusion Transformers (DiTs) for text-to-image generation, focusing on architectural choices, text-conditioning strategies, and training protocols. We evaluate a range of DiT-based architectures--including PixArt-style and MMDiT variants--and compare them with a standard DiT variant which directly processes concatenated text and noise inputs. Surprisingly, our findings reveal that the performance of standard DiT is comparable with those specialized models, while demonstrating superior parameter-efficiency, especially when scaled up. Leveraging the layer-wise parameter sharing strategy, we achieve a further reduction of 66% in model size compared to an MMDiT architecture, with minimal performance impact. Building on an in-depth analysis of critical components such as text encoders and Variational Auto-Encoders (VAEs), we introduce DiT-Air and DiT-Air-Lite. With supervised and reward fine-tuning, DiT-Air achieves state-of-the-art performance on GenEval and T2I CompBench, while DiT-Air-Lite remains highly competitive, surpassing most existing models despite its compact size.","2025-03-14","2025-05-20 06:58:02","2026-04-08 09:31:00","2025-05-20 06:58:02","","","","","","","DiT-Air","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2503.10618 [cs]","","","","Text-to-Image Generation; Diffusion Transformers; Model Efficiency; 🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2503.10618","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWQQRPXP","preprint","2023","Peebles, William; Xie, Saining","Scalable Diffusion Models with Transformers","","","","10.48550/arXiv.2212.09748","http://arxiv.org/abs/2212.09748","We explore a new class of diffusion models based on the transformer architecture. We train latent diffusion models of images, replacing the commonly-used U-Net backbone with a transformer that operates on latent patches. We analyze the scalability of our Diffusion Transformers (DiTs) through the lens of forward pass complexity as measured by Gflops. We find that DiTs with higher Gflops -- through increased transformer depth/width or increased number of input tokens -- consistently have lower FID. In addition to possessing good scalability properties, our largest DiT-XL/2 models outperform all prior diffusion models on the class-conditional ImageNet 512x512 and 256x256 benchmarks, achieving a state-of-the-art FID of 2.27 on the latter.","2023-03-02","2025-05-20 06:57:13","2026-04-08 09:30:42","2025-05-20 06:57:13","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2212.09748 [cs]","","","","Diffusion Models; Image Recognition; Transformer Architecture; 🌟🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2212.09748","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPJ6VTRU","preprint","2022","Ho, Jonathan; Salimans, Tim; Gritsenko, Alexey; Chan, William; Norouzi, Mohammad; Fleet, David J.","Video Diffusion Models","","","","10.48550/arXiv.2204.03458","http://arxiv.org/abs/2204.03458","Generating temporally coherent high fidelity video is an important milestone in generative modeling research. We make progress towards this milestone by proposing a diffusion model for video generation that shows very promising initial results. Our model is a natural extension of the standard image diffusion architecture, and it enables jointly training from image and video data, which we find to reduce the variance of minibatch gradients and speed up optimization. To generate long and higher resolution videos we introduce a new conditional sampling technique for spatial and temporal video extension that performs better than previously proposed methods. We present the first results on a large text-conditioned video generation task, as well as state-of-the-art results on established benchmarks for video prediction and unconditional video generation. Supplementary material is available at https://video-diffusion.github.io/","2022-06-22","2025-05-20 06:54:41","2026-04-08 09:30:32","2025-05-20 06:54:41","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2204.03458 [cs]","","","","🌟🌟🌟; ✅","Computer Science - Machine Learning; Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:2204.03458","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DBRWAPV6","preprint","2021","He, Kaiming; Chen, Xinlei; Xie, Saining; Li, Yanghao; Dollár, Piotr; Girshick, Ross","Masked Autoencoders Are Scalable Vision Learners","","","","10.48550/arXiv.2111.06377","http://arxiv.org/abs/2111.06377","This paper shows that masked autoencoders (MAE) are scalable self-supervised learners for computer vision. Our MAE approach is simple: we mask random patches of the input image and reconstruct the missing pixels. It is based on two core designs. First, we develop an asymmetric encoder-decoder architecture, with an encoder that operates only on the visible subset of patches (without mask tokens), along with a lightweight decoder that reconstructs the original image from the latent representation and mask tokens. Second, we find that masking a high proportion of the input image, e.g., 75%, yields a nontrivial and meaningful self-supervisory task. Coupling these two designs enables us to train large models efficiently and effectively: we accelerate training (by 3x or more) and improve accuracy. Our scalable approach allows for learning high-capacity models that generalize well: e.g., a vanilla ViT-Huge model achieves the best accuracy (87.8%) among methods that use only ImageNet-1K data. Transfer performance in downstream tasks outperforms supervised pre-training and shows promising scaling behavior.","2021-12-19","2025-05-20 06:49:41","2026-04-08 09:30:54","2025-05-20 06:49:41","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2111.06377 [cs]","","","","Computer Vision; Masked Autoencoders; Self-Supervised Learning; 🌟🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2111.06377","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GVD4W4MP","preprint","2021","Arnab, Anurag; Dehghani, Mostafa; Heigold, Georg; Sun, Chen; Lučić, Mario; Schmid, Cordelia","ViViT: A Video Vision Transformer","","","","10.48550/arXiv.2103.15691","http://arxiv.org/abs/2103.15691","We present pure-transformer based models for video classification, drawing upon the recent success of such models in image classification. Our model extracts spatio-temporal tokens from the input video, which are then encoded by a series of transformer layers. In order to handle the long sequences of tokens encountered in video, we propose several, efficient variants of our model which factorise the spatial- and temporal-dimensions of the input. Although transformer-based models are known to only be effective when large training datasets are available, we show how we can effectively regularise the model during training and leverage pretrained image models to be able to train on comparatively small datasets. We conduct thorough ablation studies, and achieve state-of-the-art results on multiple video classification benchmarks including Kinetics 400 and 600, Epic Kitchens, Something-Something v2 and Moments in Time, outperforming prior methods based on deep 3D convolutional networks. To facilitate further research, we release code at https://github.com/google-research/scenic/tree/main/scenic/projects/vivit","2021-11-01","2025-05-20 06:03:24","2026-04-08 09:30:27","2025-05-20 06:03:24","","","","","","","ViViT","","","","","arXiv","","en-US","","","","","arXiv.org","","arXiv:2103.15691 [cs]","","","","Transformer Models; Spatio-Temporal Analysis; Video Classification; 🌟🌟🌟🌟🌟; ✅","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:2103.15691","","","","","","","","","","","","","","","","","","","","","","","","","","",""
